epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,0.9294829368591309,0.5084123611450195,0.4210706949234009
0,,260,2.6531665325164795,2.2187182903289795,0.43444937467575073,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.44492340087890625,0.1734367161989212,0.2714866101741791
1,,521,1.1346081495285034,0.779981791973114,0.354625940322876,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.26624593138694763,0.0935729593038559,0.17267297208309174
2,,782,0.5959330797195435,0.3787464499473572,0.2171865552663803,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.19491547346115112,0.07772933691740036,0.11718615889549255
3,,1043,0.3631677031517029,0.2207406461238861,0.14242713153362274,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.15396082401275635,0.06691902875900269,0.08704178780317307
4,,1304,0.24826279282569885,0.14759105443954468,0.10067176073789597,,,
,6.525e-05,1305,,,,,,
