epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,0.5004678964614868,0.49458202719688416,0.005885794293135405
0,,260,2.189012289047241,2.1841933727264404,0.004819280467927456,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.17396987974643707,0.1645537167787552,0.009416158311069012
1,,521,0.6454713940620422,0.6377013921737671,0.007770093157887459,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.07117225229740143,0.05992034822702408,0.011251906864345074
2,,782,0.24400323629379272,0.23360183835029602,0.01040155254304409,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.038221560418605804,0.02564801089465618,0.012573550455272198
3,,1043,0.12290352582931519,0.11094594746828079,0.011957470327615738,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.023871351033449173,0.010628626681864262,0.01324272621423006
4,,1304,0.07059874385595322,0.0576341487467289,0.012964599765837193,,,
,6.525e-05,1305,,,,,,
